"40700"
"start_date", "end_date", "duration", "peak", "sum", "average", "median"
"12/01/1990", "03/01/1991", "3", "-1.08", "-2.54", "-0.85", "-0.89"
"03/01/1992", "08/01/1992", "5", "-1.4", "-4.06", "-0.81", "-0.94"
"10/01/1993", "04/01/1994", "6", "-1.38", "-4.16", "-0.69", "-0.68"
"07/01/1995", "09/01/1995", "2", "-1.06", "-1.9", "-0.95", "-0.95"
"03/01/1996", "06/01/1997", "15", "-1.79", "-17.22", "-1.15", "-1.11"
"03/01/1998", "08/01/1999", "17", "-2.62", "-14.57", "-0.86", "-0.7"
"07/01/2000", "10/01/2000", "3", "-1.41", "-3.83", "-1.28", "-1.36"
"11/01/2002", "03/01/2003", "4", "-1.19", "-2.84", "-0.71", "-0.73"
"10/01/2005", "03/01/2006", "5", "-1.14", "-3.5", "-0.7", "-1"
"07/01/2006", "07/01/2007", "12", "-1.46", "-10.89", "-0.91", "-1.04"
"04/01/2009", "09/01/2009", "5", "-1.35", "-6.15", "-1.23", "-1.29"
"06/01/2014", "11/01/2014", "5", "-1.88", "-7.33", "-1.47", "-1.43"
"04/01/2017", "02/01/2018", "10", "-2.47", "-11.84", "-1.18", "-1.26"
"10/01/2019", "08/01/2020", "10", "-1.56", "-7.09", "-0.71", "-0.75"
"09/01/2021", "08/01/2023", "23", "-2.12", "-29.41", "-1.28", "-1.47"
