"40710"
"start_date", "end_date", "duration", "peak", "sum", "average", "median"
"06/01/1990", "05/01/1991", "11", "-3.26", "-22.12", "-2.01", "-1.56"
"12/01/1992", "05/01/1993", "5", "-1.38", "-4.28", "-0.86", "-0.82"
"01/01/1996", "04/01/1996", "3", "-2.25", "-4.04", "-1.35", "-1.04"
"10/01/1998", "08/01/1999", "10", "-1.16", "-6.47", "-0.65", "-0.68"
"05/01/2000", "11/01/2000", "6", "-1.53", "-6.08", "-1.01", "-0.94"
"04/01/2001", "12/01/2001", "8", "-1.69", "-9.35", "-1.17", "-1.27"
"11/01/2002", "02/01/2003", "3", "-1.72", "-3.27", "-1.09", "-0.81"
"10/01/2003", "04/01/2004", "6", "-1.18", "-4.79", "-0.8", "-0.84"
"04/01/2008", "10/01/2008", "6", "-2.17", "-9.96", "-1.66", "-1.75"
"04/01/2009", "06/01/2009", "2", "-1.47", "-2.89", "-1.44", "-1.44"
"12/01/2010", "05/01/2011", "5", "-2.31", "-7.19", "-1.44", "-1.53"
"10/01/2013", "04/01/2014", "6", "-1.24", "-4.37", "-0.73", "-0.75"
"06/01/2015", "10/01/2015", "4", "-1.38", "-5.19", "-1.3", "-1.29"
"05/01/2016", "12/01/2016", "7", "-1.68", "-8.42", "-1.2", "-1.19"
"04/01/2017", "02/01/2018", "10", "-2.81", "-17.77", "-1.78", "-1.88"
"06/01/2021", "12/01/2021", "6", "-1.32", "-6.13", "-1.02", "-1.16"
"11/01/2022", "03/01/2023", "4", "-1.59", "-4.87", "-1.22", "-1.22"
