date,spi_deseason
1991-12-01,0.84190553
1992-01-01,0.64684796
1992-02-01,0.53782874
1992-03-01,-0.5047569
1992-04-01,-0.27227607
1992-05-01,-0.9072183
1992-06-01,-0.68098974
1992-07-01,-0.705119
1992-08-01,-0.46968162
1992-09-01,-0.2317792
1992-10-01,-0.061551817
1992-11-01,-0.17124163
1992-12-01,0.5896145
1993-01-01,0.7740953
1993-02-01,0.8235588
1993-03-01,0.8513864
1993-04-01,0.70402515
1993-05-01,0.6586671
1993-06-01,0.7026792
1993-07-01,0.2975344
1993-08-01,0.14727266
1993-09-01,-0.14477819
1993-10-01,-0.50254196
1993-11-01,-0.18261485
1993-12-01,-1.1997757
1994-01-01,-1.277728
1994-02-01,-1.2175916
1994-03-01,-1.0888884
1994-04-01,-0.6643155
1994-05-01,-0.36102432
1994-06-01,-0.21134602
1994-07-01,-0.2315082
1994-08-01,-0.29242048
1994-09-01,-0.30147144
1994-10-01,-0.1338632
1994-11-01,-0.34663805
1994-12-01,0.5664247
1995-01-01,0.72131646
1995-02-01,0.49840933
1995-03-01,0.79835105
1995-04-01,0.41128585
1995-05-01,0.092240945
1995-06-01,-0.13243616
1995-07-01,-0.15275478
1995-08-01,-0.16577543
1995-09-01,1.9855822
1995-10-01,1.883603
1995-11-01,1.3958046
1995-12-01,0.7401923
1996-01-01,0.4978787
1996-02-01,0.6060499
1996-03-01,0.57673985
1996-04-01,0.7101254
1996-05-01,0.81401914
1996-06-01,0.57503104
1996-07-01,0.6116456
1996-08-01,0.6192819
1996-09-01,-2.2106915
1996-10-01,-1.8497427
1996-11-01,-2.071725
1996-12-01,-1.929803
1997-01-01,-1.8271455
1997-02-01,-1.3875806
1997-03-01,-1.435287
1997-04-01,-1.6613884
1997-05-01,-1.4520856
1997-06-01,-0.74673057
1997-07-01,-0.5913897
1997-08-01,-0.6122009
1997-09-01,0.38813522
1997-10-01,-0.006071036
1997-11-01,-0.0732328
1997-12-01,-0.029489584
1998-01-01,-0.081134796
1998-02-01,-0.07990555
1998-03-01,-0.07747871
1998-04-01,0.09707011
1998-05-01,0.01023836
1998-06-01,-0.6856471
1998-07-01,-0.92789626
1998-08-01,-0.37312013
1998-09-01,-1.331631
1998-10-01,-1.0340265
1998-11-01,-1.0032506
1998-12-01,-1.2377852
1999-01-01,-1.3667886
1999-02-01,-2.026292
1999-03-01,-1.6870266
1999-04-01,-1.2956573
1999-05-01,-0.9923657
1999-06-01,-0.9111514
1999-07-01,-0.8902704
1999-08-01,-1.2430668
1999-09-01,-0.8736523
1999-10-01,-0.5845627
1999-11-01,-0.20151547
1999-12-01,-0.1524757
2000-01-01,0.55974513
2000-02-01,0.83708465
2000-03-01,0.5850057
2000-04-01,0.16434132
2000-05-01,0.19436504
2000-06-01,0.076993875
2000-07-01,-0.0038605458
2000-08-01,-0.20005445
2000-09-01,-0.4033004
2000-10-01,0.23307127
2000-11-01,-0.023089005
2000-12-01,0.09307698
2001-01-01,-0.59489036
2001-02-01,-0.9049377
