ds,precip,SPI_1,SPI_3,SPI_6,SPI_9,SPI_12,SPI_24,station_id
01/01/1990,18.35,0.04455186161063592,,,,,,40706
02/01/1990,5.04,-1.108151571906937,,,,,,40706
03/01/1990,36.38,0.42036225526187604,-0.3921353989418991,,,,,40706
04/01/1990,45.38,0.021574078942872176,-0.3740645962361358,,,,,40706
05/01/1990,6.63,-2.132028732942646,-0.7410990337435143,,,,,40706
06/01/1990,0.0,-1.88950996033343,-1.381126406403593,-1.2917310610102832,,,,40706
07/01/1990,1.41,-0.2478288317891821,-3.2063618985082467,-1.6018951235816585,,,,40706
08/01/1990,0.0,-0.6289042176321898,-2.2140809284354277,-1.249219433288451,,,,40706
09/01/1990,0.0,-1.1868314327558185,-1.8715281104881782,-1.9912894141596824,-1.7626292533056718,,,40706
10/01/1990,9.14,-0.2550657923734895,-0.9306778716058538,-3.3347791210786286,-2.1211793573694497,,,40706
11/01/1990,2.01,-1.6577396565966387,-1.7083085680151004,-2.57928376916152,-2.1766980183686515,,,40706
12/01/1990,23.67,0.31933443842942905,-0.9390406242505176,-1.4664084428183282,-2.216700257566222,-1.964821744053746,,40706
01/01/1991,1.19,-2.3997574082155744,-1.5629720852722309,-2.0589358667665643,-3.116501890763563,-2.399286127910016,,40706
02/01/1991,23.44,0.4804025534015088,-0.4142082590792044,-1.5408720117074222,-2.0157163789227117,-1.9194498904692234,,40706
03/01/1991,32.97,0.21879502200657044,-0.48190202042189917,-1.159477317424289,-1.5133141477633947,-2.1142838122509375,,40706
04/01/1991,24.77,-1.0652414377924413,-0.5807744236234837,-1.389175476084134,-1.788819024263215,-2.6301810863995625,,40706
05/01/1991,49.56,0.6952420314082016,-0.18966894924876995,-0.47729065225345324,-1.2062061596321243,-1.533937546516059,,40706
06/01/1991,15.77,0.7913091812037267,-0.06048815228403006,-0.37826369232808077,-0.9325712108669338,-1.2295429482984943,,40706
07/01/1991,22.42,1.4780877750318566,1.35651344103718,0.414852285748659,-0.47179652079139184,-0.8534413630770828,,40706
08/01/1991,0.0,-0.6289042176321898,1.1744088840886606,0.25262264014797176,-0.13373340388179433,-0.8212344710590326,,40706
09/01/1991,0.01,-1.021541498474469,0.7478179054091478,0.11504005174309556,-0.2455698003233167,-0.8733618839984755,,40706
10/01/1991,5.72,-0.5872667138834775,-1.331045197326167,0.49638312482240793,-0.11401469461018134,-0.9807391772327982,,40706
11/01/1991,14.16,-0.25747862409908934,-1.0524866578714918,-0.18721546310699502,-0.4170554056527497,-0.7588396035778557,,40706
12/01/1991,59.12,1.4970572240070121,0.4998955549099314,0.6280022690536571,0.3396310873815434,0.040989010349914305,-1.341770615218836,40706
01/01/1992,12.44,-0.4195419046753965,0.6068025386687049,-0.03198880568933915,0.6463805330226915,0.20912338945763678,-1.442721753524948,40706
02/01/1992,18.57,0.18897595707911932,0.8588928315268941,0.019032235349662797,0.4129105485554083,0.12197707718391745,-1.241903966218315,40706
03/01/1992,22.71,-0.4881243769649449,-0.6483271091844605,-0.08254372078530588,0.07239874109357518,-0.05584806129206135,-1.4408266256600688,40706
04/01/1992,56.28,0.4618939053387352,-0.002205024412456653,0.34357736763151425,-0.10392387226330631,0.47463002704050494,-1.2859623880377837,40706
05/01/1992,47.0,0.5958096817392134,0.294273874384934,0.6766053295238947,0.13853292688933452,0.4157415271799152,-0.7532258545608488,40706
06/01/1992,33.14,1.5513061632483336,1.1060330693094866,0.5243891175914629,0.5890858767429719,0.6883195787125618,-0.38450470650507507,40706
07/01/1992,0.8,-0.43634774911478186,1.1395156923657166,0.6281071914564884,0.7198164003403308,0.35629705208621293,-0.385862330147958,40706
08/01/1992,8.31,1.0659814830671757,1.3431545122368689,0.7536241711066067,1.0359943694420166,0.48505649511922727,-0.2712874327958551,40706
09/01/1992,0.03,-0.9255230104975777,-0.3351132302116621,0.9693567957029974,0.3993226850184028,0.5005435207685548,-0.2836161498049525,40706
10/01/1992,3.11,-0.9638540531080734,-0.7192785977086465,0.4623551871486777,0.24351260883216555,0.45365256316306163,-0.35814260783487795,40706
11/01/1992,58.16,1.3843784945497837,0.5884584630080525,1.050800384925515,0.9167069388491227,1.2080144373164412,0.2934332944676729,40706
12/01/1992,17.29,-0.006581745714109204,0.48872406439183563,0.2882442441636305,0.9414058120035379,0.5059194165013474,0.28447150465553167,40706
01/01/1993,18.24,0.03693235493406306,0.8093085134872534,0.3258965953210581,0.7723612722440794,0.5760304249053282,0.4576392886399364,40706
02/01/1993,11.98,-0.3033535376047591,-0.44446142877680234,-0.01178526628377752,0.47288645725840334,0.4614116626400518,0.3270560054884564,40706
03/01/1993,63.87,1.7159345551216616,0.8030912173071391,0.7844400208067865,0.6284372232124927,1.1147723980355222,0.663385569373455,40706
04/01/1993,85.16,1.4068201540024812,1.7698665914148413,1.5876073544655234,1.2755959444178546,1.5198742698182182,1.297776792367933,40706
05/01/1993,60.27,1.0784858710929548,2.0117386150882686,1.3359765626898759,1.4252679383354936,1.6522017173920296,1.3242420564793975,40706
06/01/1993,30.43,1.4524468619877098,1.9082607367989142,1.9132489227841158,1.7181009409239791,1.6385261578064638,1.5454542262398507,40706
07/01/1993,6.01,0.44001020823663806,1.6261860884146584,2.1585673415739435,1.972835052302237,1.7863885526746819,1.3915744700325183,40706
08/01/1993,7.71,1.0242282085599852,1.4186325464727716,2.311476613234978,1.7051160076694194,1.7254475118213093,1.4289478906863728,40706
09/01/1993,0.0,-1.1868314327558185,0.1158869966889275,1.9297334266959494,1.9711795426040661,1.804237400005885,1.4577422633757107,40706
10/01/1993,33.31,0.9486830655553198,0.7898949279521595,1.7024476525534789,2.3603222707019067,2.264055302303414,1.699552418150588,40706
11/01/1993,30.06,0.5189090484479024,0.6465885257157439,1.1402485472364645,2.383062736818948,1.9068557864760785,1.874022671793811,40706
12/01/1993,15.36,-0.12124396818286193,0.4930451901540944,0.40951844254215897,1.6720206817855272,1.7137706449326968,1.4965268546357096,40706
01/01/1994,52.95,1.6662649375721263,0.9230316247328262,1.1032880047872098,1.6078841852120047,2.128609564073896,1.875310327183867,40706
02/01/1994,6.19,-0.9338683182163765,0.44155196276422437,0.6734432017451899,1.0811070462831658,2.0204461782384824,1.7395013918834075,40706
03/01/1994,46.13,0.9355632723214791,1.128477475020072,1.006256565645823,0.9355806539456109,1.8898504991948473,1.9641187486947793,40706
04/01/1994,67.25,0.851332807185483,0.6806904201740923,0.9806732304201947,1.1591586644170668,1.6375824153316767,2.0668296887828683,40706
05/01/1994,65.08,1.236360929424947,1.43892383916459,1.2766434787322583,1.3998393052412281,1.6537811230861568,2.121559375736493,40706
06/01/1994,10.65,0.46644836974539317,1.248959504256414,1.565454298653941,1.4300014142232798,1.4065285757107957,2.0280670597736457,40706
07/01/1994,0.0,-1.1868314327558185,0.9654194648882561,0.9849542011985969,1.169658358389713,1.3810153132199359,2.0353413015952713,40706
08/01/1994,0.0,-0.6289042176321898,-0.519406785669936,1.175424793943181,1.1220177277036716,1.230175472670354,1.8986976312378188,40706
